"cid","ad_id","race","sponsor_type","total_spend","page_name","funding_entity","ad_creative_body","ad_creative_link_caption","ad_creative_link_title","ad_creative_link_description","asr_text","ocr_text","checksum","ad_snapshot_url"
"cid_2024_119122","x_2063628144051524","senate","noncandidate",3999,"WinSenate","WINSENATE","[Ruben Gallego ha defendido miles de nuevos puestos de trabajo en energías limpias para fortalecer la economía de Arizona y asegurar un futuro mejor.]","[www.gallegoporaz.com]","[Ruben Gallego: Empleos de energía limpia para AZ]","","1000 limpia para familias de Arizona","Rubén Gallego. ayudó a asegurar
Rubén Gallego. ayudó a asegurar. """"más de 82,000. empleos de. energía limpia. en Arizona"""". PAGADO POR WINSENATE, NO. AUTORIZADO POR NINGÚN CANDIDATO COMITÉ DE CANDIDATO.
Rubén Gallega. ayudó g asegurar. """"más de 82,000. empleos de. energía limpia. en Arizona"""". PAGADO POR WINSENATE, NO. AUTORIZADO POR NINGÚN CANDIDATO COMITÉ DE CANDIDATO.
Rubén Gallego. ayudó a asegurar. """"más de 82,000. empleos de. energía limpia. en Arizona"""". ARIZONA REPUBLIC,. PAGADO POR WINSENATE, NO. AUTORIZADO POR NINGÚN CANDIDATO COMITÉ DE CANDIDATO.
Rubén Gallego. ayudó a asegurar. """"más de 82,000. empleos de. energía limpia. en Arizona"""". ARIZONA REPUBLIC, 7/9/22. PAGADO POR WINSENATE, WWW.WINSENATE.ORG. NO. AUTORIZADO POR NINGÚN CANDIDATO COMITÉ DE CANDIDATO.
Rubén Gallego. ayudó a asegurar. """"más de 82,000. empleos de. energía limpia. en Arizona"""". ARIZONA 7/9/22. PAGADO POR WINSENATE, WWW.WINSENATE.ORG. NO. AUTORIZADO POR NINGÚN CANDIDATO COMITÉ DE CANDIDATO.","71b3518c980f1b5873eafbc69f785a32348d77288d4a4a354281939260202034","https://www.facebook.com/ads/library/?id=2063628144051524"
"cid_2024_119125","x_508011675412274","senate","noncandidate",2498,"WinSenate","WINSENATE","[Sam Brown wants you to believe that the housing crisis in Nevada happened without the real estate industry buying up entire neighborhoods and jacking up prices. And he doesn’t want you to know that the same industry has poured hundreds of thousands of dollars into his campaign. But we see it. Sam Brown doesn’t work for Nevada families. Nevada can’t trust Sam Brown.]","[canttrustsambrown.com]","[Nevada Can’t Trust Sam Brown on Housing Costs]","[Sam Brown’s Campaign Paid for By Real Estate Industry]","Sam Brown has stayed awfully quiet about the big investors jacking up housing prices in Nevada. The same real estate industry that poured hundreds of thousands of dollars into his campaign. Coincidence? We don't think so. Sam Brown, can't trust him to be for us.","SAM BROWN. HAS STAYED. QUIET ABOUT. THE BIG. INVESTORS
THE BIG. INVESTORS. JACKING UP. HOUSING. PRICES IN
THE BIG. INVESTORS. JACKING UP. HOUSING. PRICES IN. NEVADA
THEY'VE POURED. HUNDREDS OF. THOUSANDS OF. DOLLARS INTO. HIS CAMPAIGN
TLE BORN. COINCIDENCE?. SAM. BROWN. U.S. SENATE
TLE BORN. COINCIDENCE?. WE DON'T. THINK SO.. SAM. BROWN. U.S. SENATE. FOR BY WINSENATE,. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.
SAM BROWN. CAN'T TRUST. HIM TO. PAID FOR BY WINSENATE, WWW.WINSENATE.ORG.. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.
SAM BROWN. CAN'T TRUST. HIM TO BE. FOR US. PAID FOR BY WINSENATE, WWW.WINSENATE.ORG.. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.","b7c50a0afd2e7135d8b48414fcc88d8b382871cedb83971d1d910a207e181204","https://www.facebook.com/ads/library/?id=508011675412274"
"cid_2024_119130","x_871472341622670","senate","noncandidate",5499,"WinSenate","WINSENATE","[Kari Lake calls abortion murder and says she’s unwilling to bend on her stance.]","[truthaboutkari.com]","[Kari Lake calls abortion murder]","","We are going to have a great law that's already on the book. It will prohibit abortion in Arizona. I believe that abortion is the ultimate sin. It is demonic and incredibly sad. Abortion, this is an act of killing. I am just unwilling to bend on that.","KARI LAKE:. """" """"...PROHIBIT ABORTION IN ARI
KARI LAKE:. """"...PROHIBIT ABORTION IN ARIZONA""""
KARI LAKE:. """" """"...PROHIBIT ABORTION IN ARIZONA""""
RI LAKE:. BORTION IS THE. LTIMATE
KARI LAKE:. """"ABORTION IS THE. ULTIMATE SIN.. """"
Doctors. PAID FOR BY WINSENATE, WWW.WINSENATE.ORG. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.
Real Arizonans are. at risk of Kari Lake's abortion. PAID FOR BY WINSENATE, WWW.WINSENATE.ORG. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.
Real Arizonans are. at risk of Kari Lake's abortion ban. PAID FOR BY WINSENATE, WWW.WINSENATE.ORG. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.
KARI LAKE:. TOO DANGEROUS. FOR. ARIZON. PAID FOR BY WINSENATE, WWW.WINSENATE.ORG. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.
KARI LAKE:. TOO DANGEROUS. FOR. ARIZONA. PAID FOR BY WINSENATE, WWW.WINSENATE.ORG. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.","dffe9b0b64eebfc308c923a7a53f2275d3b85c3331e50edf5abce19732ca1286","https://www.facebook.com/ads/library/?id=871472341622670"
"cid_2024_119131","x_27182828614696601","senate","noncandidate",159999,"WinSenate","WINSENATE","[Mike Rogers backed four bills to ban abortion nationwide with no exceptions – even to save a woman’s life.]","[www.whoismikerogers.com]","[Supports All Restrictions]","[Don’t let Mike Rogers ban abortion in Michigan.]","Mike Rogers said he supports all restrictions on abortion. He backed four bills to ban abortion with no exceptions, even to save a woman's life. We have to stop Mike Rogers.","MIKE ROGERS. """"I SUPPORT ALL. RESTRICTIO. ON
MIKE ROGERS. """"I SUPPORT ALL. RESTRICTIONS. ON ABORTION""""
MIKE ROGERS. BACKED BILLS TO. RESTRICTIONS. ON ABORTION""""
MIKE ROGERS. BACKED 4 BILLS TO. BAN ABORTION. H.R. H.R. H.R. H.R. 1091
MIKE ROGERS. BACKED 4 BILLS TO. BAN ABORTION. NO EX. H.R. H.R. H.R. H.R. 1091
MIKE ROGERS. BACKED 4 BILLS TO. BAN ABORTION. NO EXCEPTIONS. H.R. H.R. H.R. H.R. 1091
II. EVEN TO SAVE. A. NOT
EVEN TO SAVE. A WOMAN'S LIFE. MOT NO
PAID FOR ORG NOT BY ANY CANDIDATE OR. FOR THE
DON'T LET. MIKE ROGERS. BAN ABORTION. IN MICHIGAN. PAID FOR ORG NOT BY ANY CANDIDATE OR. THE
DON'T LET. MIKE ROGERS. BAN ABORTION. IN MICHIGAN. FOR ORG NOT AUTHORIZED BY ANY CANDIDATE OR. MINSENATE THE","6d3278d5c19ebea05a6be71d04bc82e1bb7588388eb0993fd767835470ff3173","https://www.facebook.com/ads/library/?id=27182828614696601"
"cid_2024_119132","x_2830630897076448","senate","noncandidate",7499.5,"WinSenate","WINSENATE","[The rich get richer because of guys like Eric Hovde. And we pay the price.  Get the facts.]","[www.whoiserichovde.com]","[Who Is Eric Hovde?]","","The rich get richer because of guys like Eric Hovde. Hovde's been caught stashing millions overseas. Now the California Bank CEO wants to rig the system more, slashing taxes for millionaires like himself. Eric Hovde, you've seen the ads? Now get the truth.","OOL. THE RICH. GETTING RICHER
nwe. ERIC HOVDE
""""HOVDE CASHED. IN ON OFFSHORE. INSURERS"""". POLITICO. 3.13.24
""""ERIC HOVDE.... WOULD SLASH HIS. OWN PERSONAL. T9n8b. WISCONSIN. INDEPENDENT
""""ERIC HOVDE.... WOULD SLASH HIS. OWN PERSONAL. TAXES"""". WISCONSIN. INDEPENDENT
""""ERIC HOVDE.... WOULD SLASH HIS. OWN PERSONAL. TAXES"""". WISCONSIN. INDEPENDENT. 5.30.24
BY NOT AUTHORIZED BY
GET d НЕ. A RUTH. WholsEricHovde.com. PAID FOR BY WINSENATE, WWW.WINSENATE. ORG. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATES COMMITTEE
GET THE. TRUTH. WholsEricHovde.com. PAID FOR BY WINSENATE, NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATES COMMITTEE
GET THE. P. TRUTH. WholsEricHovde.com. PAID FOR BY WINSENATE, NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATES COMMITTEE","6b62b2cff641c9215498e06b0c9e68b4c5a073796869220acd3a1f4edf5fb4c3","https://www.facebook.com/ads/library/?id=2830630897076448"
"cid_2024_119133","x_2878285125652974","senate","noncandidate",8499.5,"WinSenate","WINSENATE","[Eric Hovde says young people can't write.]","[www.whoiserichovde.com]","[]","","","","4af4588d72028c1621323b9dc5d9e2c520efb3546a8811a0f33347ed3ebea3be","https://www.facebook.com/ads/library/?id=2878285125652974"
"cid_2024_119138","x_876286074382961","senate","noncandidate",39999,"WinSenate","WINSENATE","[Sam Brown says one thing about abortion, but his record says another. He supported a law that would allow states to ban abortion, with no exceptions. And he supported another law that would allow states to prosecute a woman for having an abortion. Sam Brown cares more about controlling women’s bodies than about women’s lives. Nevada can’t trust him in the Senate.]","[canttrustsambrown.com]","[Sam Brown: Too Extreme For Nevada]","[Sam Brown dubbed “Scam Brown” by his fellow Republicans]","When I hear Sam Brown say one thing and his record says another, I have to speak out. Sam Brown supports allowing states to ban abortion. We need senators focused on improving health care, not someone like Sam Brown.","M.D.. Dr. Stephanie
Dr. Stephanie. Las Vegas NV
SAM BROWN. SAYS ONE THING
SAM BROWN. RECORD SAYS ANOTHER
Stephanie M.D.. Colon &
SAM BROWN:
SAM BROWN:. SUPPORTS ALLOWING STATES TO. reno gazette Journal
SAM BROWN:. SUPPORTS ALLOWING STATES TO. BAN ABORTION. reno gazette
MD
M.D.. A -. gery
AM BROWN. TOO EXT. FOR NEVADA. PAID FOR BY NSENATE NOT AUTHORIZED BY OR. COMMITTEE IS RESPONSIBLE FOR CONTENT OF THIS ADVERTISING
SAM BROWN. WAY TOO EXTREME. FOR NEVADA. FOR BY DAG NOT AUTHORIZED BY ANYCANDIDATE OR. CANDIDATE'S IS RESPONSIBLE FOR THE CONTENT OF ADVERTISING
SAM BROWN. WAY TOO EXTREME. FOR NEVADA. PAID FOR BY DAG NOT AUTHORIZED YANYCANDIDATE OR. COMMITTEE IS RESPONSIBLE FOR THE CONTENT OF THIS ADVERTISING","8e0cf8f809d99d0f3beaa0d93e3dd44ca81b3e38d230980f2aa83283b2c59ecd","https://www.facebook.com/ads/library/?id=876286074382961"
"cid_2024_119139","x_3462647024040240","senate","noncandidate",6948.5,"WinSenate","WINSENATE","[Ruben Gallego enfrenta la codicia corporativa y crea empleos bien pagados. Está con nosotros.]","[www.gallegoporaz.com]","[Gallego Enfrenta A Los Ricos Y Poderosos]","","Ruben Gallego está luchando contra la codicia corporativa por las familias de Arizona.","RUBEN GALLEGO. ESTÁ LUCHANDO
RUBEN GALLEGO. ESTÁ LUCHANDO. CONTRA LA CODICIA. CORPORATIVA. PAGADO POR WINSENATE, NO. AUTORIZADO POR NINGÚN CANDIDATO COMITÉ DE CANDIDATO.
RUBEN GALLEGO. ESTÁ LUCHANDO. CONTRA LA CODICIA. CORPORATIVA. PAGADO POR WINSENATE, WWW.WINSENAJE.ORG. NO. AUTORIZADO POR NINGÚN CANDIDATO COMITÉ DE CANDIDATO.
RUBEN GALLEGO. ESTÁ LUCHANDO. POR LAS FAMILIAS. DE ARIZONA. PAGADO POR WINSENATE, WWW.WINSENATE.ORG. NO. AUTORIZADO POR NINGÚN CANDIDATO COMITÉ DE CANDIDATO.","d20598f386fbf9bd5df5b1819c5222c07fe5fd0e04148c5c3427480b54596f08","https://www.facebook.com/ads/library/?id=3462647024040240"
"cid_2024_119140","x_367990552989866","senate","noncandidate",51747.5,"WinSenate","WINSENATE","[Eric Hovde says he’s “totally opposed to abortion.”   Listen to Hovde in his own words.]","[www.whoiserichovde.com]","[Hovde Supports Abortion Ban]","","Our freedoms are under attack because of guys like Eric Hovde. I am totally opposed to abortion. And Hovde got his way. I'm scared what will come next. They're not going to stop until they get total control. We need to vote against Eric Hovde.","TARA M.. Wisconsin Nurse. Our freedoms are under attack
TARA M.. Wisconsin Nurse. because of guys like Eric Hovde.
ERIC HOVDE:. """"I AM TOTALLY. OPPOSED TO ABORTION."""". THE. StopEricHovde.com
ERIC HOVDE:. """"I AM TOTALLY. OPPOSED TO ABORTION."""". THE JERRY BADER SHOW, 4.20.12. StopEricHovde.com
And Hovde got his way.
Roe decision means. an immediate halt. to abortion in Wisconsin. Journal Sentinel, 6.24.22. I'm scared what will come next.. StopEricHovde.com
THEY. PAID FOR BY WINSENATE, WWW.WINSENATE.ORG.. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATES COMMITTEE
THEY WON'T STOP. PAID FOR BY WINSENATE, WWW.WINSENATE.ORG.. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATES COMMITTEE
THEY WON'T STOP. UNTIL THEY GET TOTAL CONTROL. PAID FOR BY WINSENATE, WWW.WINSENATE.ORG.. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATES COMMITTEE
We need to vote. against Eric Hovde.. PAID FOR BY WINSENATE, WWW.WINSENATE.ORG.. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATES COMMITTEE","8e3770f2b24300cc9b88a80eadfa65828d28a28331e9a4909a7f6b833d9e095a","https://www.facebook.com/ads/library/?id=367990552989866"
"cid_2024_119148","x_391926233853609","senate","noncandidate",27499.5,"WinSenate","WINSENATE","[Mike Rogers thinks he should control your private medical decisions. Elissa Slotkin knows your private medical decisions should stay between you and your doctor.]","[www.whoismikerogers.com]","[Vote for Elissa Slotkin]","[Elissa Slotkin will protect abortion in Michigan.]","It's an attack on every woman in Michigan. Mike Rogers backed four bills to ban abortion in Michigan with no exceptions. Alyssa Slockin knows your private medical decisions should stay between you and your doctor. Vote by November 5th.","""""an attack on every. woman in Michigan""""
MIKE ROGERS
MIKE ROGERS. BACKED 4 BILLS. 552. H.R.618. 1091
MIKE ROGERS. BACKED 4 BILLS. BANABORTION. IN MICHIGAN. H.R. 552. 1991. A
MIKE ROGERS. NO EXCEPTIONS
MIKE ROGERS. NO EXCEPTIONS. *RAPE. *INCEST. *A WOMAN'S LIFE
ELI. ELISS
ELISSA SLOTKIN. PRIVATE MEDICAL. EL. SL
ELISSA SLOTKIN. PRIVATE MEDICAL. DECISIONS. S. BETWEEN YOU AND. YOUR DOCT. PAID FOR BY WINSENATE, NOT. AUTHORIZED BY ANY CANDIDATE OR COMMITTEE
ELISSA SLOTKIN. PRIVATE MEDICAL. DECISIONS. BETWEEN YOU AND. YOUR DOCTOR. PAID FOR BY WINSENATE, WWW.WINSENATE.ORG. NOT. AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE
ELISSA SLOTKIN. PRIVATE MEDICAL. DECISIONS. BETWEEN YOU AND. YOUR DOCTOR. PAID FOR BY WINSENATE, WWW.WINSENATE. ORG. NOT. AUTHORIZED BY ANY CANDIDATE OR COMMITTEE
NIGHT-TIME. VOTE FOR. PAID FOR BY WINSENATE, WWW.WINSENATE. NOT. AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE
NIGHT. VOTE FOR. ELISSA SLOTKIN. NOVEMBER 5TH. PAID FOR BY WINSENATE, WWW.WINSENATE. NOT. AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE","5aaff5f0d57916df14a62eb13a8b44ad9649e4c2e857670a442cacc939c8ec3e","https://www.facebook.com/ads/library/?id=391926233853609"
"cid_2024_119149","x_516171874724642","senate","noncandidate",22248,"WinSenate","WINSENATE","[MAGA Extremist Sam Brown supported a law that would let states ban abortion with no exceptions. He even supported a law that would allow states to prosecute a woman for getting an abortion. Sam Brown can’t be trusted when it comes to protecting women’s health.]","[canttrustsambrown.com]","[Sam Brown: Too Extreme For Nevada]","","People think abortion is protected in Nevada, but no matter what our state laws are, if a national abortion ban passes, our rights will be gone like that. So, we can't let anti-abortion extremists like Sam Brown anywhere near the Senate.","SYSTEM
SYSTEM. PEOPLE THINK ABORTION IS. PROTECTED IN NEVADA
NO MATTER WHAT. OUR STATE LAWS ARE,. IF A NATIONAL. ABORTION BAN. PASSES...
- TEM. OUR RIGHTS
OUR RIGHTS. WILL BE GONE.
WE CAN'T TRUST. MAGA EXTREMIST. SAM BROWN. PAID FOR WWW.WINSENATE.ORG NOT. AUTHORIZED BY ANY CANDIDATE OF CANDIDATE'S COMMITTEE.
WE CAN'T TRUST. MAGA EXTREMIST. SAM BROWN. PAID FOR BY NOT. AUTHORIZED BY ANY CANDIDATE CANDIDATE'S COMMITTEE.
WE CAN'T TRUST. MAGA EXTREMIST. SAM BROWN. PAID FOR NOT. AUTHORIZED BY ANY CANDIDATE CANDIDATE'S COMMITTEE.
WE CAN'T TRUST. MAGA EXTREMIST. SAM BROWN. PAID FOR BY WINSENATE, WWW.WINSENATE.ORG NOT. AUTHORIZED BY ANY CANDIDATE CANDIDATE'S COMMITTEE.","fe053de2260e229d331910679e7673e5bc08860b165b912c34bc7105ecda375d","https://www.facebook.com/ads/library/?id=516171874724642"
"cid_2024_119153","x_428253193628008","senate","noncandidate",4749.5,"WinSenate","WINSENATE","[Larry Hogan is Trump’s Choice for the U.S. Senate.]","[whatishoganhiding.com]","[Larry Hogan is Trump’s Choice]","","Why did Trump endorse Larry Hogan for Senate? Hogan and Trump are both against abortion. Look it up. And just like Trump, the NRA said they were quote proud to endorse Larry Hogan. It's true. That's why Larry Hogan is Trump's choice, not ours.","Search
Trump endorsed. Search
Trump endorsed Larry Hogan|. Search
Trump endorsed
Trump endorsed Larry Hogan. Planned Parenthood Action Fund. B. Senate candidate Larry Hogan has long record of opposition to abortion. Feb Senate candidate Larry Hogan CNN that he up for abortion rights. Maryland governor but his record says. Semafor. article. Larry Hogan praised Donald Trump's 'incredible justices to the Supreme. Aug candidate Lerry Hogan heaped praise on Donald Trump for his. Supreme Court nominees at speech in November 2022. Washington Post. com local 2014/10/20. NRA endorses Hogan in Md. governor's race, drawing more attention to guns issue. Oct 2014-The National Rifle Association on Monday announced its endorsement of. Republican Larry
-. Planned Parenthood Action Fund. press-room. Senate candidate Larry Hogan has long record of opposition to abortion. Feb 15, 2024-U.S. Senate candidate Larry Hogan told CNN that he stood up for abortion rights. as Maryland governor, but his record says. Semafor. com. Larry Hogan praised Trump's justices to the Supreme. - - -. - - - - - - -. -. -. -. -. -
Senate candidate. Larry. Hogan has long record of. opposition to abortion. PLANNED PARENTHOOD 214.24. For Immediate Release: Feb. 15, 2024. Share This
Senate candidate Larry. Hogan has long record of. opposition to abortion. PLANNED PARENTHOOD 2.14.24. For Immediate Release: Feb. 15, 2024. Share This
The Washington Post. Maryland Politics. Local news. D.C. politics. Va. politics. Democracy Dies. NRA endorses Hogan in Md. governor's race,. drawing more attention to guns issue. WASHINGTON POST, 10.20.14. The NRA had previously awarded Hogan a grade of""""A-"""" for his answers. on a wide-ranging questionnaire. Brown received a grade of """"F"""" from the. group.
The Washington Post. Maryland Politics. Local news. D.C. politics. Va. politics. Dies. NRA endorses Hogan in Md. governor's race,. drawing more attention to guns issue. WASHINGTON POST, 10.20.14. The NRA had previously awarded Hogan a grade of""""A-"""" for his answers. on a wide-ranging questionnaire. Brown received a grade of """"F"""" from the. group.
NRA endorses Hogan in Md. gover. drawing more attention to guns iss. WASHINGTON POST, 10.20.14. The NRA had previously awarded Hogan a grade of. for his answ. on a wide-ranging questionnaire. Brown received a grade of """"F"""" from. group.
NRA endorses Hogan in Md. gover. drawing more attention to guns iss. WASHINGTON POST, 10.20.14. The NRA had previously awarded Hogan a grade of""""A-"""". for his answ. on a wide-ranging questionnaire. Brown received a grade of """"F"""" from. group.. PAID FOR BY WINSENATE WWW.WINSENATE.ORG. NOT AUTHORIZED BY ANY CANDIDATE OR COMMITTEE.
NRA endorses Hogan in Md. gover. drawing more attention to guns iss. WASHINGTON POST, 10.20.14. on a wide-ranging questionnaire. Brown received a grade of """"F"""" from. group.. PAID FOR BY WINSENATE NOT AUTHORIZED BY ANY CANDIDATE OR COMMITTEE.
PAID FOR BY WINSENATE WWW.WINSENATE.ORG. NOTAUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.
STOP. LARRY HOGAN. PAID FOR BY WINSENATE, NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.","e7ab6384a1ac4af06c5d64f9afdc2718c4d73212b7b396f7398a1a58bbfb647d","https://www.facebook.com/ads/library/?id=428253193628008"
"cid_2024_119156","x_476264388523269","senate","noncandidate",3749.5,"WinSenate","WINSENATE","[Sam Brown says one thing about abortion, but his record says another. He supported a law that would allow states to ban abortion, with no exceptions. And he supported another law that would allow states to prosecute a woman for having an abortion. Sam Brown cares more about controlling women’s bodies than about women’s lives. Nevada can’t trust him in the Senate.]","[canttrustsambrown.com]","[Sam Brown Can’t Be Trusted in the Senate]","[Sam Brown dubbed “Scam Brown” by his fellow Republicans]","When I hear Sam Brown say one thing and his record says another, I have to speak out. Sam Brown supports allowing states to ban abortion. We need senators focused on improving health care, not someone like Sam Brown.","Stephanie M.D.. Colon & Rectal S. Dr. Stephanie
Stephanie Wish. M.D.. N. Colon & Rectal gery. Dr. Stephanie Wishnev. Surgeon Las Vegas, NV
SAM BROWN. SAYS ONE THING
SAM BROWN. RECORD SAYS ANOTHER
Stephanle Wishn M.D.. A. Colon & Rectal S gery
SAM BROWN:
SAM BROWN:. SUPPORTS ALLOWING STATES TO. reno gazette
SAM BROWN:. SUPPORTS ALLOWING STATES TO. BAN ABORTION. reno gazette journal
Wahn. M.D.. Colon &
Stephanie Wishne. M. M.D.. -. Cancer. Colon & Rectal gery
Stephanie. M.D.. CC. Colon & Rectal
AM BROWN. WAY TOO EXT. FOR NEVADA. PAID FOR WWW.WINSENATE NOT AUTHORIZED BY ANY CANDIDATE. CANDIDATES WINSENATE IS RESPONSIBLE THE CONTENT OF THIS ADVERTISING
SAM BROWN. WAY TOO EXTREME. FOR NEVADA. PAID FOR NOT BY ANYCANDIDATE OR. CANDIDATE'S WINSENATE IS RESPONSIBLE FOR THE CONTENT ADVERTISING
SAM BROWN. WAY TOO EXTREME. FOR NEVADA. FOR NSENATE.ORG BY. COMMITTEE IS RESPONSIBLE FOR THE CONTENT OF THIS ADVERTISING","c7cfb6b6d5b6eddb56aa1a47d37b2eb8669aedfe7db04552107875997eeffd6e","https://www.facebook.com/ads/library/?id=476264388523269"
"cid_2024_119165","x_530803612773299","senate","noncandidate",12499.5,"WinSenate","WINSENATE","[Sam Brown has recently asserted that overturning Roe v. Wade has “strengthened Nevada’s protections for abortion” - but he has consistently expressed he is anti-choice, and has refused to support a ballot measure that would strengthen Nevada’s protections for reproductive freedom.]","[lasvegassun.com]","[]","","Sam Brown was caught on tape praising a plan that could eliminate Social Security and Medicare in 5 years.","SAM BROWN. Called Plan That Could Phase Out Social Security and Medicare. """"SOMETHING THAT I ADMIRE"""". AM BROWN SPEECH AT SPRING MOUNTAIN REPUBLICAN WOMEN, 2/24/22
SAM BROWN. Called Plan That Could Phase Out Social Security and Medicare. """"SOMETHING THATIADMIRE"""". SAM BROWN SPEECH AT SPRING MOUNTAIN REPUBLICAN WOMEN, 2/24/22. PAID FOR BY WINSENATE, WINSENATE.ORG. NOT AUTHORIZED. BY ANY CANDIDATE OR CANDIDATES
SAM BROWN. Called Plan That Could Phase Out Social Security and Medicare. """"SOMETHING THAT I ADMIRE"""". SAM BROWN SPEECH AT SPRING MOUNTAIN REPUBLICAN WOMEN, 2/24/22. PAID FOR BY WINSENATE, WINSENATE.ORG. NOT AUTHORIZED. BY ANY CANDIDATE OR CANDIDATE'S
SAM BROWN. Called Plan That Could Phase Out Social Security and Medicare. """"SOMETHING THAT I ADMIRE"""". SAM BROWN SPEECH AT SPRING MOUNTAIN REPUBLICAN 2/24/22. PAID FOR BY WINSENATE, WINSENATE.ORG. NUT AUTHORIZED. BY ANY CANDIDATE OR CANDIDATE'S
We can't trust. SAM. BROWN. PAID FOR BY WINSENATE, NOT AUTHORIZED. BY ANY CANDIDATE OR CANDIDATE'S","02400ca2f4251827d19c056c13491311893e8b15dd97e9cd832725cfa56b3254","https://www.facebook.com/ads/library/?id=530803612773299"
"cid_2024_119166","x_533941599019684","senate","noncandidate",42499.5,"WinSenate","WINSENATE","[]","[www.whoismikerogers.com]","[]","","Growing up in Michigan, my mom always said I could do anything, be anything, and on my own time. She'd tell me I had more freedom, more opportunities than she and grandma ever did. But now things are different. Since Roe v. Wade was overturned, states restricted and banned abortion. And Mike Rogers, who's running for Senate here, wants Michigan to do the same. Listen, I'm a pro-life guy. I voted pro-life. Uh and I I don't walk away from that. We deserve so much better than Mike Rogers.","Michigan,
said I
anything,
own time.
tell me I
freedom,
opportunities
and
ever did.
different.
Roe Wade
overturned, states
who's
TATE OF. BORTION. RIGHTS. here,
TATE OF. BORTION. RIGHTS. to do the
I'm a
And I. PAID FOR BY WINSENATE, WWW.WINSENATE.ORG. NOT. AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.
walk away. PAID FOR BY WINSENATE, WWW.WINSENATE.ORG. NOT. AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.
ABORTION. IS. deserve. PAID FOR BY WINSENATE, WWW.WINSENATE.ORG. NOT. AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.
ABORTION. KEEPS FREE. better. PAID FOR BY WINSENATE, WWW.WINSENATE.ORG. NOT. AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.
ABORTION. PAID FOR BY WINSENATE, WWW.WINSENATE.ORG. NOT. AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.","dcb3750a2407a84f6eba7fc1107c2973b2efebcbb4f72a37d072cfe9d389b5c5","https://www.facebook.com/ads/library/?id=533941599019684"
