ad_id,DONATE,CONTACT,PURCHASE,GOTV,EVENT,POLL,GATHERINFO,LEARNMORE,PRIMARY_PERSUADE,page_name,disclaimer,ad_creative_body,ad_creative_link_caption,ad_creative_link_title,ad_creative_link_description,google_asr_text,aws_ocr_text_img,aws_ocr_text_vid
x_1156487711936242,1,0,0,0,0,0,0,0,1,Charlie Crist,"Charlie Crist, Democrat for Governor","Recently, POLITICO called me “the nice guy trying to dethrone Ron DeSantis” — and they’re right. But don’t confuse my kindness for weakness. If we pull together, I know we can win this race and build a better Florida. So will you help me dethrone DeSantis by donating just $10 to my campaign for governor? Thanks, Charlie Crist",secure.actblue.com,Pitch in $10 to dethrone DeSantis,,,"POLITICO. """"The nice guy. trying to. dethrone. Ron DeSantis"""". B. DONATE $10. TO HELP CHARLIE CRIST DEFEAT DESANTIS",
x_1156660338539352,0,0,0,0,0,0,0,1,1,Todd Brady for Iowa State Senate,TODD BRADY FOR IOWA SENATE,"When Todd Brady sees a problem, he fixes it. In 2021 he developed the Vaccine Hunter website for Iowans to find COVID-19 vaccines, get back to work, and keep the economy open. He created the Formula Finder during the national formula shortage to help working families. Iowa has enough career politicians, we need Todd's problem-solving in the Iowa Senate.",toddforiowa.com,Support Todd Brady for Iowa Senate,Service Over Politics,"When Todd Brady sees a problem, he fixes it. He developed the vaccine Hunter website for Iowans to find covid-19 vaccines and made the formula finder tool to address the shortage Todd. Brady is the problem. Solver we need in the Iowa senate.",,TODD BRADY - KCCI DES MOINES NEW WEBSITE HELPS IOWANS FIND COVID-19 TESTING LOCATIONS - - TODD BRADY: VACCINE HUNTER KCCI DES MOINES NEW WEBSITE HELPS IOWANS FIND COVID-19 TESTING LOCATIONS TODD BRADY: VACCINE HUNTER KCCI DES MOINES NEW WEBSITE HELPS IOWANS FIND COVID-19 TESTING LOCATIONS - - TODD BRADY: VACCINE HUNTER KCCI DES MOINES So NEW WEBSITE HELPS IOWANS FIND COVID-19 TESTING LOCATIONS - - TODD BRADY: VACCINE HUNTER TODD BRADY: FORMULA FINDER WHO 13 DES MOINES IOWAN LAUNCHES BABY FORMULA LOCATOR WEBSITE TODD BRADY: FORMULA FINDER WHO MOINES 13 DES IOWAN LAUNCHES BABY FORMULA LOCATOR WEBSITE TODD BRADY: FORMULA FINDER TODD BRADY: PROBLEM SOLVER PAID FOR BY TODD BRADY FOR IOWA SENATE.
x_1157535965116948,1,0,0,0,0,0,0,0,0,Maggie Hassan,Maggie for NH,,secure.actblue.com,Rush a donation before midnight!,Swingiest state in the nation!,,FUNDRAISING. DEADLINE:. Can you chip in. now to keep. New Hampshire. and our Senate. majority blue?,
x_1157599521526787,0,0,0,0,0,0,0,1,1,Planned Parenthood Votes South Atlantic,Planned Parenthood Votes! South Atlantic,"If anti-abortion extremist Bobby Hanig wins this November, he could be the deciding vote to ban abortion.",plannedparenthoodaction.org,,,,"BOBBY HANIG. WILL VOTE TO. BAN ABORTION. IF ELECTED. TO THE. STATE SENATE.. ANTI- ABORTION. EXTREMIST. THIS NOVEMBER,. Planned. VOTE AGAINST. Parenthood. Act. No matter what.. BOBBY HANIG. Planned Parenthood Votes NC Action PAC",
x_1158414621769864,0,0,0,0,0,0,0,1,1,Dan Pulju for US Senate - Oregon,DAN FOR US SENATE,"Free yourself from the 2-party system! Joe Biden's trade war is wrecking our economy. Let's end the Forever Wars, fix the supply crunch and get inflation under control. Pro-choice on ALL medical rights.",danforsenate.org,Dan Pulju For U.S. Senate,,,End the. Forever. Cover. Wars. Stop. KB. 100. I09. DOLLARS. Inflation 4. Dan Pulju. Green. US Senate. PACIFIC. GREEN. PARTY. YOU HAVE MORE. THAN TWO CHOICES!,
x_1159061391697622,0,0,0,1,0,0,0,1,1,Tan Parker,Tan Parker Campaign,"Vote for Tan on Nov.8th. Tan Parker has increased the homestead exemption on property tax bills from $15,000 to $40,000, and Parker plans to increase the homestead exemption to $55,000 dollars in the next legislative session, and eventually raise it to $100,000.",tanparker.com,Vote for Tan on Nov. 8,"Vote Early, Oct. 24 to Nov. 4",,TEXANS NEED LOWER. PROPERTY TAXES. TAN. PARKER. FOR TEXAS SENATE,
x_1159752078297287,0,0,0,1,0,0,0,1,1,The Committee to Defeat the President,The Committee to Defeat the President,"As a state judge, radical Democrat Cheri Beasley threw out indictments, tossed convictions, and released child sex offenders and predators. Cheri Beasley is dangerous and a bad choice for North Carolina. Vote for TED BUDD on November 8th.",secure.stopjoe.com,VOTE for TED BUDD on November 8th!,VOTE for TED BUDD,"Child sex, offenders rapists and cop killers. All belong in prison or death row. Not according to radical Democrat, Sherry Beasley as a state judge, Beasley throughout indictments toast convictions and even released child sex, offenders and predators. Not to mention. She stood up for the Man convicted of murdering two, North Carolina law enforcement officers, Sherry Beasley wouldn't just be a bad choice for North Carolina, families. She would be at dangerous one committee to defeat the President is responsible for the content of this advertising.",,"PLAY CHILD SEX OFFENDERS BELONG IN PRISON U RAPISTS BELONG IN PRISON BELONG IN PRISON COP KILLERS BELONG IN PRISON OR DEATH ROW RADICAL DEMOCRAT CHERI BEASLEY """"Chuck Schumer sends millions to Beasley in NC"""" Fox 8 Oct. 11, 2022 THREW OUT INDICTMENTS THREW OUT INDICTMENTS """"NC Dem Judges Soft on Sex Crimes"""" Washington Free Beacon Aug. 2019 TOSSED CONVICTIONS """"NC Dem Judges Soft on Sex Crimes"""" Washington Free Beacon Aug. 24. 2019 TOSSED CONVICTIONS """"NC Dem Judges Soft on Sex Crimes"""" Washington Free Beacon Aug. 2019 RELEASED PREDATORS """"NC Dem Judges Soft on Sex Crimes"""" Washington Free Beacon Aug. 24, 2019 STOOD UP FOR CONVICTED COP KILLERS Cheri Beasley on accused cop killer: """"a good person"""" The Carolina 18, 2022 STOOD UP FOR CONVICTED COP KILLERS Cheri Beasley on accused cop killer: """"a good person"""" The Carolina Journal - Oct. 18, 2022 BEASLEY: NOT JUST A BAD CHOICE BEASLEY: NOT JUST A BAD CHOICE PAID FOR BY COMMITTEE TO DEFEAT THE PRESIDENT, WHO IS RESPONSIBLE FOR THE CONTENT OF THIS ADVERTISEMENT. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE. WWW.STOPJOE.COM BEASLEY: NOT JUST A BAD CHOICE A DANGEROUS ONE PAID FOR BY COMMITTEE TO DEFEAT THE PRESIDENT, WHO IS RESPONSIBLE FOR THE CONTENT OF THIS ADVERTISEMENT. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE. WWW.STOPJOE.COM"
x_1159886424950519,0,0,0,0,0,0,0,1,1,Team Wexton '22,Wexton for Congress,Hung Cao denies climate change calling it a “boogeyman.” He said wanted to punch Dr. Fauci in the face.,https://jenniferwexton.com/,How Extreme is Hung Cao?,Hung Cao is too extreme.,"I'm Jennifer wexton and I approve. This message, 7 things, you should know about. Extremist hung cow, he denies climate change. Calling it a bogeyman. He wants to end, Social Security Medicare. And the Affordable Care Act. Allow anyone to carry a concealed weapon with no permit. Let politicians ban abortion and after rape or incest and he wants to punch dr. Fauci, in the face, extremists hung cows should never be in Congress.",,"JENNIFER WEXTON FOR CONGRESS RUNS TRUM TRUMP -2020 -2020- KEEP KEEP AMERICA GREAT ..... MP ERTY! RUM TRUMP -2020 AMENCA KEEP AMERICA GREA THINGS YOU SHOULD KNOW MP L RUM TRUMP -2020- -2020 AMERCA CR KEEP AMERICA IBERTY ABOUT EXTREMIST HUNG CAO 2nd AMENDA MURT TRUM TRUMP 2020 MERCA -2020- KEEP AMERICA GREAT ABOUT EXTREMIST HUNG CAO DENIES CLIMATE CHANGE HUNG CAO DENIES CLIMATE CHANGE """"BOOGEYMAN"""" CAMPAIGN EVENT 4/24/22 HUNG CAO END HUNG CAO HUNG RADIO INTERVIEW 3/22/22 WASHINGTON POST 3/11/22 NEW YORK TIMES 3/31/22 END SOCIAL SECURITY HUNG CAO HUNG RADIO INTERVIEW 3/22/22 WASHINGTON POST 3/11/22 NEW YORK TIMES 3/31/22 END MEDICARE HUNG CAO HUNG RADIO INTERVIEW 3/22/22 WASHINGTON POST 3/11/22 NEW YORK TIMES 3/31/22 END AFFORDABLE CARE ACT HUNG CAO HUNG RADIO INTERVIEW 3/22/22 WASHINGTON POST 3/11/22 NEW YORK TIMES 3/31/22 HUNG CAO ALLOW ANYONE TO CARRY A CONCEALED WEAPON HUNG ALLOW ANYONE TO CARRY A CONCEALED WEAPON HUNG CAO ALLOW ANYONE TO CARRY A CONCEALED WEAPON TH NO PER HUNG UNG H 1 LET POLITICIANS BAN ABORTION HUNG LET POLITICIANS BAN ABORTION HUNG LET POLITICIANS BAN ABORTION AFTER RAPE OR INCEST iHEART RADIO INTERVIEW 5/16/22 HUNG LET POLITICIANS BAN ABORTION AFTER RAPE OR INCEST iHEART RADIO INTERVIEW 5/16/22 HUNG CAO HE WHITE E WASHING WANTS TO """"PUNCH DR. FAUCI CAO 4/9/22 IN THE FACE"""" CAMPAIGN EVENT HUNG CAO HE WHITE E WASHING WANTS TO """"PUNCH DR. FAUCI IN THE FACE"""" CAO CAMPAIGN EVENT 4/9/22 HUNG CAO SCAN CA E FACE"""" HUNG CAO SCAN ME CA EXTREMIST HUNG PAID FOR BY WEXTON FOR CONGRESS. APPROVED BY JENNIFER WEXTON SCAN ME CA EXTREMIST HUNG SHOULD NEVER PAID FOR BY WEXTON FOR CONGRESS. APPROVED BY JENNIFER WEXTON SCAN ME EXTREMIST HUNG SHOULD NEVER BE IN CONGRESS PAID FOR BY WEXTON FOR CONGRESS. APPROVED BY JENNIFER WEXTON"
x_1160164641550197,0,0,0,0,0,0,1,0,1,Matt Gaetz,Friends of Matt Gaetz,Nancy Pelosi wants to reshape America into a socialist country. She must be voted out as Speaker so we can get back to America-First policies that actually serve the people. Join the fight to remove Nancy Pelosi and win back the House!,gaetzforcongress.revv.co,Sign Your Name To Join The Fight,Help us win back the House,,REMOVE. NANCY. PELOSI. JOIN THE FIGHT. to WIN BACK. THE HOUSE. GAETZ. CONGRESS,
x_1160633021552252,0,0,0,0,0,0,0,0,1,Captain Mark Kelly,MARK KELLY FOR SENATE,Mark Kelly secured funding for police across Arizona to protect communities. That’s why he’s trusted by Arizona law enforcement.,markkelly.com,Mark Kelly: Trusted by Law Enforcement,,"Mark, Kelly spent his life protecting our country and he's not stopping now. He made sure we had the people and equipment. We need to keep Arizona safe. That's why he's trusted by law enforcement across the state.","MARK KELLY. USE OF TITLES AND PHOTOGRAPHS IN UNIFORM DOES NOT IMPLY THE ENDORSEMENT BY THE NAVY, DOD, OR NASA.","USE OF TITLES AND PHOTOGRAPHS IN UNIFORM DOES NOT IMPLY THE ENDORSEMENT BY THE NAVY, DOD, OR NASA. MARK KELLY USE OF TITLES AND PHOTOGRAPHS IN UNIFORM DOES NOT IMPLY THE ENDORSEMENT BY THE NAVY, DOD, OR NASA. Keeping Arizona safe Sheriff Chris Nanos Pima County NANOS Kelly secured funding for police MARK KELLY Trusted by law enforcement NANOS PAID FOR BY MARK KELLY FOR SENATE PAID FOR BY MARK KELLY FOR SENATE MARK KELLY U.S. SENATE PAID FOR BY MARK KELLY FOR SENATE"
x_1160667548218508,0,0,0,0,0,0,0,1,1,House Majority PAC,House Majority PAC,"Robert Zimmerman is working to get the job done for New York. A successful small businessman, he’s working to lower property taxes, reduce costs for New York families, and protect our community’s safety.",thehousemajoritypac.com,Robert Zimmerman: Getting the Job Done,,"Robert Zimmerman is a doer, a successful small business owner. He's working to lower property taxes, reduce costs for New York families and protect our community safety in Congress. Will do what it takes to get the job done.",,ROBERT ZIMMERMAN IS A DOER ERT ZIMMERMAN A DOER SUCCESSFUL SMALL BUSINESS OWNER LOWER PROPERTY TAXES REDUCE COSTS FOR NEW YORK FAMILIES PROTECT OUR SAFETY PROTECT OUR SAFETY PAID FOR BY HOUSE MAJORITY PAC. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE. IN CONGR PAID FOR BY HOUSE MAJORITY PAC. THEHOUSEMAJORITYPAC.COM. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE. IN CONGRESS PAID FOR BY HOUSE MAJORITY PAC. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE. aft A Union of Professionals IN CONGRESS ZIMMERMAN WILL GET THE JOB DONE PAID FOR BY HOUSE MAJORITY PAC. THEHOUSEMAJORITYPAC.COM. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE.
x_1160678758167103,0,0,0,1,0,0,0,1,0,Evan McMullin,MCMULLIN FOR UTAH INC.,Not registered? No problem: Utah has same-day voter registration on Election Day. Replace far-right Mike Lee and elect Evan McMullin this November.,evanmcmullin.com,Vote Evan McMullin for U.S. Senate.,Evan McMullin - Independent. Patriot. Utahn. Running for US Senate to break the political gridlock and bridge the partisan divide.,,REGISTER TO VOTE. ON ELECTION DAY. McMULLIN. U.S. SENATE,
x_1161162061150461,0,0,0,1,0,0,0,1,1,Matt Pinnell for Lt. Governor,Friends of Matt Pinnell 2022,"From recruiting new jobs and supporting small businesses, to protecting our families and supporting our teachers, Oklahoma can count on Matt Pinnell.",mattpinnell.com,Pinnell for Lt. Governor,Vote Nov 8th,,NO ONE FIGHTS. for Oklahoma. LIKE. MATT. PINNELL. PINNELL. 4. LIEUTENANT GOVERNOR. LT GOV. PSIC FOR AND AUTHORIZED BY. FRIENDS OF MATT PINNELL 2020,
x_1161641974710804,0,0,0,0,0,0,0,1,1,Tony Vargas for Congress,TONY VARGAS FOR CONGRESS,"Our daughter, Ava, was born six weeks early. We were lucky to have good coverage, but this shouldn’t be about luck. Let’s make health care affordable for all by lowering the cost of prescriptions, and holding price-gouging drug and insurance companies accountable.",www.vargasfornebraska.com,Tony Vargas: Fighting for You,,"Ava was born six weeks early? Those days in the NICU were a blur. So, a state senator, I fought to expand affordable care for thousands of Nebraskans. And in Congress, I'll hold the drug companies accountable for price gouging to lower prescription drug costs.",,Senator Tony Vargas Senator Tony Vargas Fought for Affordable Health Care Senator Tony Vargas Hold Drug Companies Accountable Senator Tony Vargas Hold Drug Companies Accountable PAID FOR BY TONY VARGAS FOR CONGRESS. Senator Tony Vargas Lower Prescription Drug Costs PAID FOR BY TONY VARGAS FOR CONGRESS Senator Tony Vargas Lower Prescription Drug Costs PAID FOR BY TONY VARGAS FOR CONGRESS.
x_1162010634527514,1,0,0,0,0,0,0,0,1,Peter Welch,Welch for Vermont,"Peter Welch here. Election day is coming up quickly and we need all the help we can get to fight back against the millions the GOP is spending to take back the Senate. Can you chip in $5, $10, or whatever you can afford to help fight for progressive change and send me to the Senate?",secure.actblue.com,Chip in today,Every donation helps,"Hi. It's Peter Welch and I'm asking you to donate anything, you can even just five dollars to our campaign for Senate, you know how it works. These days powerful outside interest will try to steal the senate seat to advance their interest not yours. They know an open seat in Vermont, could be the difference between passing our Progressive agenda and Mitch McConnell, controlling the Senate again. The Senate hangs in the balance and the whole country will be looking to Vermont if You can donate today, even just five dollars makes a big difference.",,"Hi, it's Peter Welch and I'm asking you to donate anything you can, even just 5 dollars, to our campaign for Senate. You know how it works these You know how it works these days- powerful outside interests will try to steal this Senate seat to advance theirinterests, not yours. They know an open seat in Vermont could be the difference between passing our progressive agenda and Mitch McConnell controlling the Senate again. The Senate hangs in the balance and the whole country will be looking to Vermont. - and the whole country will be looking to Vermont. If you can, donate today. Even just five dollars makes a big difference. WelchForVermont.com PETER WELCH FOR VERMONT Paid for by Welch for Vermont WelchForVermont.com PETER WELCH FOR VERMONT DONATE NOW Paid for by Welch for Vermont"
x_1162371281295802,0,0,0,0,0,0,0,1,1,John Klar of Vermont,Klar for Vermont,"How do we grow our economy while preserving Vermont's agricultural heritage? See my response at the Vershire Candidates Forum on October 9, 2022. https://klarforsenate.com/affordable",klarforsenate.com,,,"Well, it's a great question and Mark. Thanks for highlighting the differences between how we view these. I've studied economics for a long time and you help an economy by increasing production not increasing services and many of the things that my opponent is talking about don't actually generate any real growth. This short-term installation of products does not create jobs other than short-term sort of like eb-5 and jpq know I have short-term employment but not long-term long-term employment in Vermont. Could be farming production. We are not meeting the demand for the out-of-state, demand for our products, particularly meets. It's not just about milk. There is a huge demand for local Vermont brand names. We don't have enough processing facilities. We could do more for Distribution Systems. We have a lot of young people who want to do it. Why would they invest their trust fund or other money here? When taxes are so high. So I propose a specific policy. I have 14 pages of what I call the farming Manifesto. I produced it two years ago, how it is that we can take the ideas actually of a guy I named Wendell Berry and apply them and stop making it artificially impossible for local people's roofs food. We are dependent on far away food. That's produced with large amounts of fossil fuels that I agree. We need to reduce the amount of use out of toxic fruit, from China, from out west and the more those costs go up and more our Local Foods become competitive again and we should help those businesses and that's long-term growth, not just a blip while you install a heat pump. Also as far as renewable energy and heat pumps and Mark said at the outset that there was That they clean be heat. Bell was passed. I don't believe it was maybe even spoke but you did call for a tax on heating oil if we were to eliminate the taxes on not have a heating tax on oil, to try to incentivize people who can't afford it. Not incentivize people not to burn wood and eliminate the net metering program, which even the DP you see. And many Electric utilities agree. Has saddle vermonters with about 40 million dollars a year in extra electric rates to help other people by EV cars and solar panels that",,"October 9, 2022 ORCA Vershire Candidates Forum John Klar, VT Senate Candidate Kla Ma October 9, 2022 ORCA Vershire Candidates Forum John Klar, VT Senate Candidate John October 9, 2022 ORCA Vershire Candidates Forum John Klar, VT Senate Candidate"
x_1162407844653827,0,0,0,0,0,1,0,0,0,Bob Stefanowski,"Bob for Governor - David Becker, Treasurer - Approved by Bob Stefanowski",Do you support parental rights in schools? We need to hear from you. Take the poll!,support.bobforgovernor.com,PARENTAL RIGHTS,Take the poll!,,"DO YOU SUPPORT. PARENTAL RIGHTS. IN SCHOOLS?. TAKE THE POLL. PAID FOR BY BOB FOR GOVERNOR. DAVID BECKER,. TREASURER. APPROVED BY BOB STEFANOWSKI.",
x_1162506397692772,0,0,0,1,0,0,0,0,1,Reverend Raphael Warnock,WARNOCK FOR GEORGIA,I'm back on the ballot in November! Here's how you can help us win again.,,,,"Hey, friends. I'm back on the ballot. November 8th for Georgia's general election. Here are a few things you can do to help my re-election, save the date. Make sure you're registered to vote and make your plan to vote.",,"Hey, friends, I'm back on the ballot November 8th for Georgia's general election. Here are a few things you can do to help my reelection: Save the date, make sure you're registered to vote, and make your plan to vote."
x_1162710014600484,0,0,0,0,0,0,0,1,1,Pete Stauber,PETE STAUBER FOR CONGRESS,"Joe Biden is creating a national security crisis on our border and violent crime is skyrocketing in Minnesota under Tim Walz and Keith Ellison. As a 23-year police officer, Pete Stauber believes we must be a nation of law and order. Pete Stauber Backs the Blue! Click here to learn more.",petestauberforcongress.com,Pete Stauber Backs the Blue,,,"Pete. STAUBER. CONGRESS. As a 23-year. police officer,. PETE STAUBER. believes we must be a. nation of law and order.. PETE STAUBER BACKS THE BLUE!. PAID FOR BY PETE STAUBER FOR CONGRESS",
x_1162845887949566,0,0,0,1,0,0,0,1,1,AFP Action,"AMERICANS FOR PROSPERITY ACTION, INC.(AFP ACTION)","On November 8, get out and VOTE for Herschel Walker – the only one who will stand up to Washington, and get Georgia back on track.",afpaction.actcentr.com,Stand with Herschel Walker for U.S. Senate!,Herschel Walker is the political outsider Georgia needs in the U.S. Senate.,"Will you choose a progressive agenda? Or will you choose Liberty, freedom, and fiscal restraint? That drives down costs and helps families. You're voting to protect your family and you're putting America on a path to Prosperity vote horschel. Walk",,PROGRESSIVE AGENDA Will you choose? LIBERTY FREEDOM FISCAL RESTRAINT Wrightsville Drive THE TOWN IN GEORGIA Wrightsville Drive Down Costs THE FRIENDLIEST TOWN IN GEORGIA Drive Down Costs HELPS FAMILIES PROTECT PROTECT your family PUT AMERICA ON PAID FOR BY AMERICANS FOR PROSPERITY ACTION. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE. AFPACTION.COM PUT AMERICA ON a path PAID FOR BY AMERICANS FOR PROSPERITY ACTION. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE. AFPACTION.COM PUT AMERICA ON a path to prosperity PAID FOR BY AMERICANS FOR PROSPERITY ACTION. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S AFPACTION.COM PAID FOR BY AMERICANS FOR PROSPERITY ACTION. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE. AFPACTION.COM
x_1162963244654492,0,0,0,0,0,0,0,0,1,Chris Pappas for Congress,CHRIS PAPPAS FOR CONGRESS,I've always stood up for a woman's right to make her own private health care decisions. My opponent would take away those rights.,,,,"My opponent cheered, when the Supreme Court took away a woman's right to choose, I will always fight to protect women's reproductive freedoms because what happens here is, none of the government's business. I'm Chris Pappas and I approve this message.",,CHRIS PAPPAS CHRIS PAPPAS FIGHTING FOR WOMEN'S FREEDOM CHRIS PAPPAS CONGRESS PAID FOR BY PAPPAS. APPROVED BY CHRIS PAPPAS FOR CONGRESS. CHRIS PAPPAS CONGRESS PAID FOR BY CHRIS PAPPAS. APPROVED BY CHRIS PAPPAS FOR CONGRESS.
x_1163142917888197,0,0,0,0,0,0,0,0,0,Citizens For Sanity,Citizens For Sanity,"IN PHOENIX, MARK KELLY MEANS MORE MURDERS ⬇️",,,,"Even the murders and aggravated. Assault are on the rise, Joe Biden. And Mark, Kelly are letting violent criminals. Terrorize our state cities in chaos, families, in fear a hell of violence and death. Stop the insanity.",,"SUSPECT: """"Just me."""" Murders and assaults up in Phoenix Murders and assaults up in Phoenix AXIOS, 09/2022 B<DEN BIDEN KELLY CITIES IN CHAOS FAMILIES IN FEAR PAID FOR BY CITIZENS FOR SANITY PAID FOR BY CITIZENS FOR SANITY CITIZENS FOR SANITY RETURNING COMMON SENSE TO AMERICA www.ForSanity.org PAID FOR BY CITIZENS FOR SANITY"
x_1163830551175274,0,0,0,1,0,0,0,1,1,Dan Bishop,BISHOP FOR CONGRESS,END the woke insanity. Vote for Republican candidates on November 8th to save our state.,votedanbishop.com,,,"I'm Congressman Dan Bishop here's what's at stake in the election. On November 8 we can take control of the US House and Senate the North Carolina Supreme Court and stop Roy. Cooper's obstruction of Republican majorities in the State House, and Senate, we can end the woke insanity. If you vote Republican,",,Dan BISHOP CONGRESS Dan BISHOP CONGRESS PAID FOR BY BISHOP FOR CONGRESS
x_1163911054478908,0,0,0,0,0,0,0,1,1,Guy Ciarrocchi,OUR GUY FOR CONGRESS,"Crime is on the rise. Yet, Chrissy Houlahan supported defund the police. Guy will fight crime: he is a former prosecutor and is supported by our local police",ourguyforcongress.com,Supporting Law Enforcement,Guy Ciarrocchi for Congress,,FORMER PROSECUTOR. G. Y. CIAR. CCHI. ENDORSED BY. WILL FIGHT CRIME. F. 7. P. AND SUPPORT OUR COPS. GUY. CIARROCCHI. CONGRESS. CONGRESS,
x_1164062344541437,0,0,0,0,0,0,0,1,1,Dave Jones,Dave Jones for State Senate 2022,Dave Jones is the only candidate endorsed by Planned Parenthood because he'll fight for reproductive freedom.,davejonesforsenate.com,"Dave Jones, Democrat for State Senate","Candidate for CA State Senate, District 8. For 30 years, I have worked with friends and allies to help people, not special interests.",,The RIGHT CHOICE. for State Senate is. PRO-CHOICE. ENDORSED BY. Planned. Parenthood®. Planned Parenthood Advocates Mar Monte,
